Track ID,accousticness,danceability,duration,energy,instrumentalness,key,energy,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
2GszAWQ3HJRK8SkaeWAqZW,0.207,0.574,214798,0.744,0,2,0.744,0.308,-5.297,1,0.0274,79.972,4,0.554,30
7zqKRaxzwkt6JV3KPl1Wkm,0.0574,0.626,199587,0.746,0,1,0.746,0.102,-4.338,1,0.0426,103.959,4,0.468,54
2zcPV7NeGyhSZJK0WjETx7,0.146,0.79,193880,0.506,0,7,0.506,0.0876,-7.052,1,0.118,105.018,4,0.456,53
0d29ZVNUaxWOtUFzElL3B9,6.89e-05,0.549,194867,0.87,1.22e-05,5,0.87,0.0654,-4.974,0,0.0324,121.948,4,0.535,42
7uM7YZwNZqdDMG0NfGhmux,0.0856,0.799,184231,0.798,0,11,0.798,0.0808,-5.407,1,0.183,118.07,4,0.594,65
7DyYqU6pn8blguCw3S377E,0.0014,0.677,153000,0.947,0.0688,1,0.947,0.0712,-3.814,1,0.0538,142.008,4,0.798,57
6SWJJP7Xc9zCcuiHl69Uvh,0.171,0.769,142382,0.908,0.00141,5,0.908,0.104,-7.49,0,0.0379,138.039,4,0.753,36
1XjcxPdKhlkS77Kijs9Xwl,0.156,0.516,165040,0.841,0.442,6,0.841,0.37,-5.094,1,0.0409,126.769,4,0.743,13
0ZJ7sW0WPHKXUsL2rm2mSH,0.000273,0.397,284237,0.836,0.000142,10,0.836,0.0793,-4.561,0,0.0331,174.016,4,0.426,26
6Olk300HQLDe96HNgEGSFD,0.000214,0.747,235320,0.671,0.14,4,0.671,0.434,-6.677,0,0.0614,125.004,4,0.852,34
3szf2z1Cy1QMrtHrbn8rz9,0.015,0.758,184960,0.474,0,1,0.474,0.116,-8.72,1,0.146,76.062,4,0.0541,66
07sa7qkxpemze5BBE7jufs,0.481,0.611,199501,0.519,4.82e-06,1,0.519,0.107,-9.854,1,0.035,147.981,4,0.462,62
538dwDufLQNSs6NsSDUwgg,0.611,0.707,202893,0.466,0.000186,7,0.466,0.113,-9.898,1,0.0285,113.711,4,0.681,3
64hnD9046vfCqn2IFpCLeq,0.0818,0.382,250467,0.335,0.0554,1,0.335,0.808,-9.91,0,0.0299,101.062,4,0.101,9
5vm7y9SmcH0S1NOQanb8rQ,0.0182,0.626,161627,0.659,1.01e-06,0,0.659,0.348,-8.324,0,0.129,77.005,4,0.112,54
4uggRFfXTB6W3EtvHTh7mC,0.249,0.666,288627,0.654,0,8,0.654,0.14,-5.219,1,0.0287,80.97,4,0.625,40
6cgFCTrw2kWwZm7SF7r6Po,0.0794,0.74,195227,0.787,0,2,0.787,0.122,-6.343,1,0.0493,109.966,4,0.178,57
4fCFuTPTLIh59R71vNKOkQ,0.266,0.706,187200,0.69,0,4,0.69,0.218,-6.722,1,0.046,115.035,4,0.807,44
3yrnNcoQNc8qkIzz1K7Wbh,0.693,0.67,262960,0.349,1.27e-05,10,0.349,0.0966,-9.649,1,0.0321,128.031,4,0.317,13
2YA1mIK9Z4lYYVXTqTGtmc,0.000142,0.386,179761,0.724,0.00171,0,0.724,0.137,-6.509,1,0.0345,106.254,4,0.433,22
4NX5O7fvNWZUgJXeHmtoFM,0.000535,0.314,215147,0.728,0.79,2,0.728,0.375,-6.876,0,0.0617,109.932,4,0.0348,30
0F0Y6RxLpOo86HMFmShOMF,0.0225,0.384,203080,0.727,0,2,0.727,0.34,-3.444,1,0.195,64.558,5,0.441,30
2LVD7M11BvxwMXAKiTLcVf,0.00511,0.608,356821,0.905,0.0433,11,0.905,0.127,-4.327,1,0.0484,98.066,4,0.383,10
1e5BCAx6SX4QqZiWy7IFFG,0.0683,0.62,256160,0.953,0.249,0,0.953,0.967,-5.156,1,0.0644,101.783,4,0.642,30
2WvK7AeWU5HMidxlODrQmq,0.812,0.308,215880,0.491,0.012,7,0.491,0.244,-4.716,1,0.0278,90.468,4,0.56,4
0aVsVsOYDSEEigiwTrIab9,0.239,0.46,185373,0.566,5.93e-06,9,0.566,0.0967,-5.637,1,0.0516,168.419,4,0.19,69
4K9p1afFnAMulifSEwVFmc,0.000651,0.525,222133,0.864,0.0263,11,0.864,0.176,-3.686,0,0.0512,118.151,4,0.558,41
7BpxYgVyRqa2UIDHX05JG6,0.0139,0.712,232333,0.852,0,6,0.852,0.626,-3.03,0,0.0555,128.009,4,0.621,55
6i0z6l4tMurGmW82VhzoLi,0.0223,0.796,173067,0.932,0,2,0.932,0.334,-5.106,1,0.182,91.422,4,0.668,47
0IBu37FJAjYpSRWUfDqEqN,0.0424,0.679,197537,0.618,0.00783,1,0.618,0.0996,-8.571,1,0.152,104.046,4,0.261,12
5UmqdOEFphJWoqjLcDzaIr,0.485,0.547,169013,0.999,0.96,3,0.999,0.0464,-4.552,0,0.0611,129.268,4,0.0363,21
4UQajPk0EPvbwWTl0fYi4C,0.00529,0.713,197518,0.829,0,11,0.829,0.221,-4.297,0,0.203,149.996,4,0.845,61
220QqE38Qrmyrtyd5xqB8i,0.0944,0.788,154941,0.667,2.68e-06,8,0.667,0.14,-5.215,0,0.0913,127.056,4,0.646,61
4CWgevZ4xGjy6o5qMPgYR0,0.00186,0.614,162627,0.66,0,9,0.66,0.228,-6.016,1,0.0397,141.961,4,0.146,55
4EGVeQKn8WyzCmCx5YTIc4,0.801,0.425,236073,0.266,0.012,6,0.266,0.126,-12.968,1,0.0311,127.932,4,0.165,51
05RLMlOEa3HZn574VsLWxf,0.089,0.663,269133,0.723,0.9,1,0.723,0.0929,-8.102,0,0.0344,119.969,4,0.382,36
013hi8S778c5urlDaqAckg,0.693,0.712,237813,0.467,0.787,3,0.467,0.159,-12.878,0,0.058,121.995,4,0.504,30
1h9P5WJwyvK8OB7O2YiXgp,0.25,0.69,200747,0.71,0,5,0.71,0.108,-5.144,1,0.335,192.068,4,0.726,72
2dJ5RqkZz51sPMaV4An179,0.000535,0.386,194155,0.881,2.76e-06,5,0.881,0.349,-4.055,0,0.0972,193.09,4,0.701,19
3LfnrqODEqXpp7s974cT4z,0.00899,0.539,144667,0.631,0,10,0.631,0.132,-7.673,1,0.393,88.426,4,0.139,54
3j6w635W6AKCxt98kZ3RIv,0.351,0.445,214693,0.595,0,1,0.595,0.115,-4.477,0,0.0699,131.032,3,0.409,52
7F23U974sp3gkkCTA4gJ4M,0.659,0.259,59160,0.454,0.0159,0,0.454,0.835,-16.26,0,0.0517,137.368,4,0.6,37
69CB5oGRLV6L3eWSq6xOVT,0.182,0.568,205187,0.829,2.13e-05,5,0.829,0.0688,-3.86,0,0.03,91.983,4,0.785,27
6rlm5yTR0Rd4260tRmNQpR,0.0112,0.507,188360,0.651,3.35e-05,6,0.651,0.138,-6.945,0,0.0287,168.004,4,0.613,3
1Fwvlt7mL54q8bUne9ArHG,0.0362,0.703,249335,0.841,0.339,6,0.841,0.183,-8.183,1,0.0312,126.998,4,0.424,27
7ve96Lk22N2ZGVqVq8EJOf,0.348,0.536,292840,0.425,0,0,0.425,0.0993,-9.371,0,0.0245,102.233,4,0.0839,30
5vnuJ8EopkP5dHukpOmT3L,0.0064,0.678,153267,0.636,8.38e-06,1,0.636,0.177,-3.155,1,0.0782,83.071,4,0.0636,55
05G23JkXHRv3NJ9hENaafi,0.275,0.435,239693,0.578,0,2,0.578,0.158,-3.796,1,0.032,130.455,3,0.147,63
6BfwTqCKWHLElC01yQROAU,0.947,0.538,119933,0.0495,0.355,11,0.0495,0.136,-22.122,1,0.0468,83.054,4,0.338,30
2Sfl7odHUmG7qc8SbqUyzE,0.885,0.794,162377,0.534,5.18e-05,8,0.534,0.314,-6.47,0,0.131,91.871,4,0.547,68
2sBjj9JppzeoteATlLcHtT,8.94e-06,0.467,229968,0.966,0.188,0,0.966,0.395,-3.401,0,0.135,149.928,4,0.308,39
70qQXdhfyAa1wqw29U7Dak,0.248,0.564,193387,0.383,0.0327,8,0.383,0.111,-7.831,1,0.0271,105.938,4,0.232,26
1ZemPoaj7LBj1RAQrb89EC,0.145,0.652,261800,0.591,5.65e-06,11,0.591,0.164,-7.274,0,0.0418,121.873,4,0.274,70
50YYe94G19kWVyhzdEXxki,0.231,0.683,202680,0.56,0,4,0.56,0.0878,-6.597,0,0.0373,124.964,4,0.499,43
3uvGrL15Wv5fUhhdunn2ka,0.723,0.699,159480,0.442,3.33e-05,0,0.442,0.152,-9.565,1,0.0668,113.826,4,0.567,14
1GtVGc1UYin3zpMUdNSSpM,0.0867,0.568,241427,0.607,0,9,0.607,0.0972,-7.438,0,0.108,95.056,4,0.269,62
3YoZnvOzvtkjyKcfSeDYLn,0.71,0.574,191867,0.48,0.000129,0,0.48,0.694,-8.096,1,0.0339,129.9,4,0.262,30
6UqUxcDluuDHtsXuSKLerY,3.7e-05,0.456,211747,0.981,0.00939,0,0.981,0.096,-2.883,1,0.0864,163.933,4,0.448,42
5BWmh4fBjvaSJsB1mTMQWi,0.766,0.719,178008,0.69,0,10,0.69,0.0866,-3.825,0,0.362,145.94,4,0.28,21
76ziL4M1nP9psv11be5812,0.106,0.711,180809,0.861,4.4e-05,0,0.861,0.112,-2.905,1,0.0924,118.004,4,0.78,68
1k0bj8p3dIkXcyQTG34Mxs,0.21,0.568,160227,0.828,0,10,0.828,0.0928,-4.513,1,0.0822,170.039,4,0.844,48
5cepAtqnEQ6yVG6088zMMu,0.328,0.722,184720,0.738,1.47e-05,9,0.738,0.198,-6.073,0,0.247,198.075,4,0.748,73
7x6fztBCv2KLcN5GGOxBwd,0.00122,0.611,214960,0.801,0.00246,6,0.801,0.0784,-6.825,0,0.029,120.059,4,0.612,29
0yhtHv2XQw0sTlClTOdABp,0.32,0.468,150331,0.782,6.05e-06,11,0.782,0.193,-7.691,1,0.0368,200.634,4,0.909,42
1qa5fdKjHbqHtxaZkd1kST,0.0163,0.635,149400,0.808,8.9e-06,9,0.808,0.0926,-5.909,1,0.0332,128.083,4,0.769,20
11LnAeT7tZf63WthlKG36l,0.153,0.8,177480,0.475,0,8,0.475,0.0969,-9.181,1,0.069,130.999,4,0.599,24
4CvId64YZSB0RfRdfzPIQU,0.0238,0.656,281521,0.883,0,9,0.883,0.0481,-4.294,0,0.0737,129.947,4,0.46,68
59Wm3ILjiLARWQstV5yQnk,0.00203,0.446,253204,0.847,8.92e-06,11,0.847,0.599,-4.491,1,0.0547,139.981,4,0.469,13
4FJuhjvpLcwwuPXnDXHlSx,0.582,0.687,171507,0.41,0,4,0.41,0.105,-8.78,1,0.0315,96.291,4,0.714,15
6P5mDyyVeIirVEVjeBkJDi,0.000174,0.577,219440,0.816,0.00392,7,0.816,0.151,-5.344,1,0.0301,117.027,3,0.406,17
7epZd4ZUwXGq5CTOwW9EO7,1.06e-05,0.474,154107,0.9,0.000349,5,0.9,0.0875,-5.225,0,0.0363,145.012,4,0.606,21
3MBGurMwceLyssIlvuYKwg,0.00158,0.525,204463,0.725,0.000464,2,0.725,0.325,-8.87,1,0.0419,149.737,4,0.415,40
0E0aHF7AnmeMNIAb7GJSQa,0.455,0.422,231693,0.475,0,11,0.475,0.144,-5.949,1,0.0369,167.647,4,0.289,49
6VScpsJc6D4CabXHFJoKNm,0.13,0.336,309696,0.219,9.04e-06,11,0.219,0.711,-15.55,0,0.0489,169.285,3,0.161,30
6pMRk6Tr05wmZSSINOqzE3,0.159,0.637,172774,0.869,0.573,1,0.869,0.0832,-3.835,1,0.108,103.892,4,0.604,45
0JADBJ42q1ab92VOULBh9V,0.755,0.746,261640,0.422,0.117,9,0.422,0.104,-11.769,0,0.0352,93.002,4,0.604,48
1zaxUa5xNNIz2O2y0Td7zr,0.114,0.773,218135,0.766,0.00692,9,0.766,0.0997,-6.281,1,0.0452,107.012,4,0.662,53
72pvSf3nSjqB4Fuph46kJK,0.0574,0.347,211307,0.661,1.14e-06,11,0.661,0.115,-4.427,1,0.0424,113.539,3,0.23,44
5jmUWURUPaEsIwNtkH0BE5,0.984,0.468,76733,0.0265,0.798,11,0.0265,0.139,-26.155,0,0.0287,80.01,3,0.168,34
6OMvX7ieloQ1qdSwKb5BRD,0.612,0.672,227973,0.453,0,1,0.453,0.106,-7.749,1,0.038,123.923,4,0.571,43
58q2HKrzhC3ozto2nDdN4z,0.099,0.816,253390,0.726,0,5,0.726,0.372,-3.998,0,0.129,136.048,4,0.65,82
0CfmNX2TXk7yoJqHJiixnp,0.0183,0.791,230953,0.504,0,10,0.504,0.0963,-7.864,1,0.266,159.949,4,0.355,62
18QTrXVbbjQcjbddgMECuD,0.172,0.867,163401,0.591,1.09e-06,10,0.591,0.117,-5.48,0,0.128,148.007,4,0.247,51
6lScANWbx33EMPJyGh79Ni,0.229,0.8,203120,0.488,2.24e-06,1,0.488,0.12,-8.611,0,0.244,135.049,4,0.459,44
2p6XlybsJTLIj6GiYSMDVQ,0.29,0.389,249253,0.494,0.777,9,0.494,0.088,-8.568,1,0.0297,132.668,4,0.221,41
3ASNOiJ3mAsY6wQ57liJQd,0.0132,0.691,318800,0.643,0.078,4,0.643,0.349,-7.459,0,0.0373,112.009,4,0.606,40
1T1xmUTw2588Z4kvvwX4om,0.0637,0.704,215239,0.776,0.15,0,0.776,0.36,-7.014,1,0.0497,125.968,4,0.279,17
3QGdc7YukzjtKFPJcO2lPA,0.0768,0.562,307938,0.859,0.0154,8,0.859,0.114,-6.632,0,0.0485,137.982,4,0.425,27
6h75iloukRybGP8p7OzB2w,0.56,0.685,277591,0.373,0.101,1,0.373,0.109,-7.755,1,0.04,115.547,4,0.573,44
1dxy88oPzmIN9QAyCNfXmW,0.406,0.604,236384,0.551,0,10,0.551,0.395,-5.768,0,0.0478,76.067,4,0.423,63
4CMxGgnY1G742qC1yuSLZM,0.672,0.477,258500,0.409,0,7,0.409,0.12,-9.291,1,0.0279,91.124,4,0.352,0
0FNRyMufs8Ox03TtaoyCjH,0.326,0.561,202533,0.712,1.63e-05,1,0.712,0.101,-3.204,0,0.0292,81.958,4,0.2,57
4vIHwoEXzdPjRWrx9RvHB8,0.00459,0.453,229814,0.855,0.000694,4,0.855,0.516,-3.596,1,0.0842,84.851,4,0.337,47
0UppcuBB46s0rTeLpf5Moy,4.47e-05,0.516,241347,0.966,0,8,0.966,0.302,-3.223,1,0.0765,116.993,4,0.414,50
0sHvej37ArQhfggHvu6l79,0.0787,0.681,208920,0.514,1.13e-06,7,0.514,0.0876,-8.818,1,0.028,117.551,4,0.568,5
0ujhuCfBYKh9h2k82EptRA,0.309,0.8,166880,0.703,0,8,0.703,0.0488,-4.899,1,0.0925,117.32,4,0.934,34
19Fcrc0nJiwMKom00gS9SW,0.113,0.88,199400,0.775,0.00264,7,0.775,0.0943,-5.133,1,0.0952,96.507,4,0.284,63
0tcuSSdQoGkwg2Vbu0748H,0.418,0.196,124213,0.392,0.00791,1,0.392,0.125,-10.93,1,0.031,109.233,4,0.281,7
6h5pFZKZMvobTx6UVceeyX,0.971,0.511,227093,0.101,0.000148,9,0.101,0.104,-15.388,1,0.031,67.008,4,0.151,47
0bjhZ0miHoF27lTgcDj6hj,0.588,0.595,236280,0.357,5.1e-05,7,0.357,0.0994,-9.537,0,0.0466,136.12,4,0.129,28
2RvYVrWNvo3rIQ7CG2JdRL,0.276,0.694,185118,0.728,2.75e-06,9,0.728,0.165,-6.629,0,0.0376,117.024,4,0.504,24
50o7lGgVLVCMzrdZxsTq0Y,0.00421,0.473,221160,0.925,0,10,0.925,0.318,-3.821,1,0.0569,122.602,4,0.632,27
5gVmsPuwFSbhoP0TjqJlpP,0.15,0.57,268200,0.79,0,4,0.79,0.0868,-5.805,1,0.0408,141.946,4,0.154,22
6jLzD3MKPmRp58AWTTQnBw,0.121,0.697,215167,0.593,0,0,0.593,0.0835,-5.927,1,0.0914,140.017,4,0.243,54
62JrUht3IRKy4OovuZXfNS,0.116,0.232,242853,0.974,0.00113,7,0.974,0.196,-2.963,0,0.159,90.674,4,0.26,37
3NmndGYOIYocA5OTHMVoaw,0.129,0.492,173627,0.564,1.73e-05,2,0.564,0.131,-5.811,1,0.0278,92.544,4,0.0896,52
3XLZOk9aP5VxiO81xFSX2w,0.0751,0.503,197280,0.584,4.89e-05,11,0.584,0.105,-6.603,0,0.0485,70.196,4,0.268,60
1q1Uk6aQvyjavCsnTb5lFH,0.355,0.442,256347,0.625,0.0746,2,0.625,0.11,-9.69,1,0.0589,108.003,4,0.176,42
6J03NewFHuBvrW2xspTvMW,0.799,0.519,226791,0.138,0.879,5,0.138,0.118,-17.862,1,0.0264,100.014,4,0.216,10
5h66wqaGklsSa8eSxTwcJT,0.359,0.705,257274,0.65,0,7,0.65,0.169,-5.654,0,0.212,91.053,4,0.658,61
7DHaf24CxsjF8mbXmoJv7G,0.00472,0.361,205427,0.991,0.01,5,0.991,0.56,-3.306,1,0.0816,173.979,4,0.261,44
6MZjafR2dwtzpgXt5jlRJE,0.00644,0.453,219187,0.832,0.000441,9,0.832,0.129,-6.165,0,0.0345,126.308,4,0.405,57
1H33wNKihn8zcTexnwUoJ6,0.107,0.51,225920,0.84,0,0,0.84,0.0854,-3.343,1,0.0477,114.979,4,0.314,56
5FVeXL92JM1HaicHynfZ2f,0.00797,0.571,245600,0.892,4.29e-06,4,0.892,0.0719,-5.87,1,0.0417,101.986,4,0.499,40
096XPlwrRCdsfbnZz3MQQQ,0.0517,0.398,162895,0.988,0.552,2,0.988,0.429,-7.556,1,0.0978,184.076,4,0.0961,48
4bO8n41XGi0xxFvpU2vqiX,0.24,0.704,156667,0.463,0,6,0.463,0.074,-7.125,0,0.0325,87.989,4,0.592,20
0kVv6aDiFJD1UcaayONAWu,0.142,0.39,315080,0.743,0.774,1,0.743,0.0884,-8.173,0,0.0409,150.055,4,0.171,19
2NyWdxhlqyrt91PE6Yzf9u,0.038,0.364,260609,0.46,0.00131,0,0.46,0.535,-8.298,1,0.0425,93.129,4,0.068,49
4wP9vFS6qutVoXcAGgbwUi,0.425,0.674,217888,0.677,0,8,0.677,0.171,-5.59,1,0.0928,149.975,4,0.439,39
5DUPCIO2cmdB6GEOJXsw2Z,0.0356,0.769,241296,0.589,1.54e-05,11,0.589,0.115,-5.955,1,0.0531,97.923,4,0.294,51
11L064movtyopGdLiX4sVg,0.85,0.686,206027,0.215,0.000123,9,0.215,0.106,-13.54,0,0.0387,91.998,4,0.273,61
1j1VhWHxHh44qx9nyu5azl,0.0399,0.437,174613,0.641,0,11,0.641,0.22,-6.017,0,0.0388,86.252,4,0.794,43
0xUfQOLquIo9Hj2I8HHAOL,0.868,0.277,293747,0.209,0.847,8,0.209,0.0847,-14.874,1,0.0269,98.998,4,0.0349,41
1wrpLLnRz0NQvJSSBK37wx,0.00276,0.673,210147,0.755,2.93e-05,4,0.755,0.299,-7.367,0,0.031,106.027,4,0.296,18
2fU2TSb3bghWYkPFuqgSkr,0.0904,0.821,229045,0.529,1.73e-06,1,0.529,0.162,-6.924,1,0.18,98.555,4,0.0622,52
7vIdRrMklCkr8fwP6kvw3m,0.00343,0.338,219760,0.806,0,9,0.806,0.144,-7.417,0,0.0767,160.821,4,0.278,60
7ipLv29x7jjxTJjn64DQ7F,0.689,0.157,112267,0.619,0.934,0,0.619,0.12,-8.634,0,0.047,86.427,4,0.144,40
2frLX90NCKqii5rfMJb9k0,7.2e-05,0.432,184240,0.976,0.221,8,0.976,0.423,-5.038,1,0.0746,102.745,4,0.618,34
6NpT0bN5yaVZxMgaLPXaeV,0.231,0.819,151416,0.859,0,10,0.859,0.114,-3.767,0,0.304,88.942,4,0.594,35
4iR9ujwtVXEVxhDJI9lQ4u,0.977,0.44,59371,0.454,0.595,4,0.454,0.395,-20.933,1,0.0876,85.32,3,0.163,10
7rGN3oqzCpG2mLcwoPwDQm,0.00877,0.459,223655,0.903,0,5,0.903,0.168,-4.649,0,0.0673,76.185,4,0.364,60
7yPvncEBvSvEy4icDkqvcV,0.0188,0.531,227093,0.474,4.75e-06,1,0.474,0.105,-9.54,0,0.0284,132.967,4,0.251,16
0EzwSADbv37ola3YRRMhTc,0.000107,0.408,202527,0.981,3.02e-06,11,0.981,0.286,-1.301,1,0.205,175.087,4,0.37,34
19chT20MxTuPu915h3fKhf,0.00254,0.724,239693,0.794,0.0523,8,0.794,0.0859,-4.346,1,0.0312,114.975,4,0.294,19
4gPIuYs6RVfVxVSlzibRm1,0.718,0.426,253848,0.364,0.000282,4,0.364,0.111,-10.349,0,0.0331,169.909,4,0.287,42
2448iJDirGEIHyjdTmSPmx,0.208,0.783,164680,0.607,0.154,5,0.607,0.114,-8.396,1,0.0304,108.45,4,0.948,15
0UNScWYfJUmdDQOdG94zhv,0.889,0.251,82320,0.314,0.858,1,0.314,0.328,-19.622,1,0.0419,80.108,1,0.157,15
6wLBp2IXKsj2S0kNaCKSaJ,0.79,0.528,257277,0.28,0,4,0.28,0.237,-11.189,1,0.0306,76.905,3,0.35,11
11x52oEfIm0ZxxvPnHdHRY,6.51e-06,0.541,206542,0.988,0.0874,4,0.988,0.105,-2.988,0,0.146,100.005,4,0.339,10
22lakhRP42TR8pPsBPZQU8,0.00569,0.59,462857,0.734,0.84,5,0.734,0.201,-6.746,0,0.0513,140.005,4,0.167,40
4BHzHISX21PYwGXiBEUQ70,0.0413,0.808,251859,0.771,1.29e-06,4,0.771,0.18,-5.719,0,0.0645,161.94,4,0.471,63
5O4c8piJKQwShowJel8tlz,0.0348,0.362,178347,0.566,0.0024,9,0.566,0.205,-8.247,0,0.0415,131.972,4,0.112,25
3UnkzTzx8ANeCh8ymXo5ap,0.592,0.903,203120,0.621,0.000311,2,0.621,0.218,-5.788,0,0.227,105.019,4,0.392,35
2ncl7trPtAIldP20zjNknV,0.000597,0.447,203253,0.772,0.000234,2,0.772,0.0701,-4.635,1,0.031,99.018,4,0.515,30
6jrjTqvniDSdk0jQPrdPIu,0.129,0.721,200147,0.829,0,0,0.829,0.159,-5.215,1,0.0499,103.032,4,0.549,50
3Wv6AagA0qqWH7nRDrkgh7,0.0464,0.838,141707,0.695,0,0,0.695,0.125,-6.841,1,0.151,149.964,4,0.491,42
7eYJp78OJD8RwXQDEJkB5l,0.982,0.435,249347,0.105,0.00113,2,0.105,0.0932,-13.223,1,0.0338,105.229,4,0.0981,38
3KrLHiUAbDYPpZucKQghW3,0.00589,0.417,237344,0.659,1.16e-05,3,0.659,0.106,-4.233,1,0.0337,119.105,4,0.154,30
0QV83q2vzzOM4uODVyXf7i,0.509,0.576,283000,0.558,2.07e-05,7,0.558,0.158,-7.713,0,0.312,80.193,4,0.0395,56
6JHLoGr7Gss3HhBp5RdKiH,0.00993,0.699,236000,0.68,0,4,0.68,0.11,-3.607,0,0.0276,94.979,4,0.578,34
3pjg96xZXExDXFq8BcSQjQ,0.000857,0.422,230693,0.932,0.000564,0,0.932,0.314,-3.078,0,0.13,156.035,4,0.334,19
2KGjEPNj5wcElz0U81f1Q1,0.908,0.707,225787,0.176,1.06e-05,2,0.176,0.107,-13.485,1,0.0305,110.208,4,0.398,2
4X22enmtg1fgyDGZ491Arh,0.779,0.722,211256,0.486,0,8,0.486,0.2,-5.885,1,0.0396,130.161,4,0.588,40
28FSs3VqsHiEGa8dIfnG2T,0.11,0.463,259573,0.911,0.114,0,0.911,0.111,-4.733,1,0.134,199.23,4,0.645,33
5xl6WwkmIrLz9CRZh4YcKA,0.287,0.691,30711,0.355,0,0,0.355,0.194,-13.035,0,0.522,102.017,4,0.722,36
0hGTThyoYWRDRFyol7DtWO,0.000421,0.478,255423,0.993,1.39e-06,0,0.993,0.205,-0.652,1,0.139,154.947,4,0.503,31
3Grpji30ALcNreEvKLST0v,0.102,0.825,192093,0.839,0.000522,0,0.839,0.0351,-2.665,1,0.0367,101.943,4,0.859,22
7puC9LjNg0ItpjTz28yeaY,0.00909,0.706,211213,0.902,0.00137,7,0.902,0.17,-2.543,0,0.0352,130.024,4,0.964,59
4GRw4IUBTBdmOorGkcFbZI,0.00341,0.665,231893,0.84,0.00039,4,0.84,0.471,-7.262,1,0.0309,128.461,4,0.681,22
6Mr7IQ4rYYPlx4drRXg2S2,0.374,0.274,292120,0.6,1.58e-06,6,0.6,0.883,-6.089,0,0.0378,82.633,4,0.224,46
6I57vFbQp1k9ZjMWOGX4N9,0.000237,0.59,210083,0.911,0.00128,9,0.911,0.567,-3.744,0,0.0475,99.994,4,0.58,22
5JxN0EorMTYLpxYUmUeWMS,0.0178,0.747,194525,0.829,0.000102,10,0.829,0.0593,-3.876,0,0.0356,125.969,4,0.561,15
0iSDDumvHTzv6we9Yr1HzY,0.371,0.799,243062,0.629,2.01e-06,0,0.629,0.15,-5.638,0,0.14,128.041,4,0.293,46
3U1er6n2pSve0xcNVn9eUu,0.0215,0.929,197647,0.621,0,1,0.621,0.0969,-4.5,1,0.391,136.154,4,0.165,46
3FPLmvMbczwBybz9ZuBlRb,0.000429,0.365,315493,0.962,0.000231,7,0.962,0.124,-4.131,0,0.119,134.175,4,0.225,17
0HwdiT4MVRzY0OALcjq0Oh,0.0583,0.341,300880,0.848,0.129,7,0.848,0.136,-4.475,1,0.0371,136.568,4,0.589,54
7FCcU8fmyGYECZhUdFPXZj,0.466,0.637,258325,0.504,0.000702,2,0.504,0.0794,-7.913,1,0.0224,95.027,4,0.451,5
1QhIQHKL8ItLUq2nTxvsC1,0.0936,0.703,188089,0.788,0.000259,1,0.788,0.091,-4.485,0,0.0812,100.06,4,0.538,45
6OoPfZHS4URjNBUZPhvUpo,0.251,0.765,208160,0.713,0,10,0.713,0.121,-5.777,1,0.0384,93.989,4,0.701,48
5npe6T5Oi4vPk3wZuZKkcD,0.584,0.652,251400,0.498,0.0003,11,0.498,0.0906,-7.964,1,0.0257,129.515,4,0.597,1
2E5e4J3nm1LMHkqTS21Dlq,0.0229,0.942,264027,0.539,0.000276,4,0.539,0.0887,-10.442,0,0.0866,125.035,4,0.727,51
5ycHeffD0kDjSohWxtyGvx,0.958,0.286,211000,0.171,1.43e-06,3,0.171,0.127,-12.287,1,0.0371,76.92,3,0.17,22
4SWJErMlz04PD25oDwB3WL,0.158,0.654,250667,0.536,0.0784,2,0.536,0.0924,-7.633,0,0.0341,95.0,4,0.257,37
2Q7QUy1t3wHhoUWA7v9aYH,0.00179,0.69,199320,0.972,0.402,1,0.972,0.0935,-3.396,0,0.0537,111.988,4,0.744,39
2jcGT0HLVCXUIy7dcnqdDh,0.692,0.219,224674,0.428,0.000366,0,0.428,0.363,-10.175,1,0.0372,96.748,4,0.0394,17
5Sc9YVtlAQ6PbrB7BmU2VU,0.954,0.407,224907,0.282,0.0065,5,0.282,0.109,-14.9,0,0.0351,158.141,5,0.341,26
4wJ8dJKBAxdDe5cUx8K779,0.618,0.716,158726,0.515,0.257,11,0.515,0.136,-9.651,0,0.0305,99.284,4,0.383,67
4BqnOGd5C0q8DYMlmDnKLF,0.0013,0.387,301409,0.904,5.01e-05,10,0.904,0.311,-5.721,0,0.0776,194.984,3,0.251,15
7A6veRNbhDHXPofyJWHH3S,0.169,0.39,114667,0.585,0.815,4,0.585,0.126,-15.541,1,0.0391,82.02,4,0.109,12
1QJvq84l7YcVCyIkGA602c,0.00928,0.697,214096,0.82,0.000118,1,0.82,0.122,-4.275,1,0.0448,94.995,4,0.815,53
1VdOJLbxfrYNP2YeHRVCOz,0.317,0.649,263467,0.777,3.19e-06,11,0.777,0.0673,-3.736,1,0.0284,103.995,4,0.372,23
2xvVPQVsw51FFFocmAe6Ek,0.45,0.745,180960,0.357,0.674,0,0.357,0.116,-7.929,1,0.0426,88.936,4,0.716,22
7pgg6O3M9J1lhRUcHtHcAm,0.981,0.293,175267,0.253,0.00105,9,0.253,0.108,-10.977,0,0.0322,128.266,4,0.13,21
1jLSoqzzHbQUkCkvttwxV4,0.407,0.311,314747,0.368,3.02e-05,3,0.368,0.0827,-8.816,1,0.0315,137.727,3,0.166,8
