Track ID,accousticness,danceability,duration,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
4nIUi39bE0KlskpxD5fp2x,0.0142,0.527,227147,0.851,0.252,2,0.111,-5.128,1,0.0457,110.111,4,0.495,4
2x6WhnhzmKMbG1oO5fIW5G,0.139,0.844,191467,0.618,0.000309,5,0.148,-5.133,0,0.0685,91.017,4,0.604,7
7KmMhTk07elK9dxu49Owi2,9.70E-06,0.424,342280,0.989,0.576,11,0.105,-4.662,1,0.164,179.997,4,0.185,4
65JhSkJRYXNOwpI8rqT4RS,0.0522,0.569,254627,0.755,1.83E-05,11,0.0916,-6.339,0,0.0273,104.011,4,0.515,4
07lCR9uSVrL5G08R3zn0yi,0.00463,0.369,236747,0.872,0.884,2,0.0741,-5.681,0,0.037,163.017,4,0.348,5
0odBWJHRZntCidsR3D6q5Y,0.0344,0.576,205080,0.695,0,10,0.11,-4.826,1,0.16,109.902,4,0.355,6
2XLgLkVbqe99hRK6WT8BVa,0.145,0.763,90515,0.8,0.519,11,0.673,-8.438,0,0.385,127.056,4,0.704,4
3XZneAJCxSJaoID9dCVQrN,0.845,0.606,231107,0.242,0.285,10,0.0865,-13.712,0,0.0362,99.988,4,0.271,3
73mTfTGXIeGcVdcoM7ct02,0.067,0.478,195200,0.924,1.34E-05,7,0.466,-2.723,1,0.0317,149.751,4,0.382,5
3fztZLd3YttAMkFQHKEMLo,0.516,0.219,250053,0.478,0.00464,2,0.0958,-7.284,1,0.037,184.544,3,0.191,3
2AtLub72KQ9p4h97q0s757,0.000995,0.64,257044,0.884,3.72E-05,7,0.0729,-4.559,1,0.0524,119.986,4,0.535,3
5EJSJDmeinfAtIpyIR89EV,0.000245,0.628,215055,0.919,0,0,0.105,-3.338,1,0.0676,124.974,4,0.767,3
6GwDPsB9FBmjPF8zPuempi,0.0478,0.314,315400,0.652,0.015,0,0.789,-11.734,1,0.048,170.099,4,0.518,4
1aWqKElqteGfME3q8JMeIz,0.0492,0.624,227861,0.616,0.00127,1,0.434,-6.818,0,0.0535,97.006,4,0.297,5
3zbYsEDFISyrjdENY7G2tR,0.243,0.798,208587,0.584,0,1,0.042,-7.722,0,0.266,110.978,4,0.792,5
34UJWizXWSdPFDFziIZ35F,0.4,0.758,164000,0.519,0.00166,0,0.113,-9.064,0,0.0492,150.005,4,0.243,4
1zdmeAd3wE2VlrrxpAAEgr,0.0779,0.554,130720,0.818,0.0106,2,0.341,-6.864,1,0.0362,142.339,4,0.512,4
0KHetNcfDpYXDpGl5JfaEv,0.346,0.762,218680,0.411,0.381,6,0.0488,-11.878,1,0.0376,106.975,4,0.53,6
1luP1KEaCBIPTQfdW8ITk8,0.0231,0.726,159934,0.786,0,5,0.287,-3.354,0,0.343,180.903,4,0.868,6
5AM0DnN4thWzUDmaAokVw1,0.458,0.733,168107,0.442,0.003,0,0.695,-8.167,1,0.483,187.82,4,0.787,4
2xUHiyGeGrWmmfv7NbDTWC,0.0111,0.498,254022,0.844,0,2,0.102,-2.834,1,0.268,88.435,4,0.282,6
0tShdTlRbZas6OFwEkX56U,0.958,0.887,108960,0.336,4.02E-06,0,0.0986,-10.814,1,0.0453,133.956,4,0.78,4
5K8cgjL8hGTXpi5Z6uJFwe,0.046,0.728,193381,0.84,0.00131,8,0.579,-4.206,1,0.0699,94.954,4,0.715,5
7a47eEfg6kJf8nbZzhh8aY,0.792,0.576,274322,0.276,0.403,7,0.109,-24.63,0,0.0395,118.006,4,0.23,4
5ROZkR98PX7FQBNOEi2FmC,0.0954,0.823,209216,0.664,0,9,0.0655,-6.095,1,0.0413,118.041,4,0.786,6
1gOgD0StUT6cnDvJ3AkXFk,0.904,0.58,239480,0.163,0,10,0.0966,-11.533,1,0.0395,134.593,4,0.413,3
5IwUFTiNkarb5HEtNRtRtc,0.0196,0.598,217425,0.872,0,6,0.326,-4.567,0,0.0328,107.009,4,0.609,7
051rnjzhEahdmB5qS5Mc0F,0.638,0.533,214787,0.463,0.378,6,0.214,-10.956,0,0.0697,155.069,4,0.384,5
3FoiMgXMrO3D5FeJuotKyZ,0.0417,0.596,209519,0.893,0,1,0.315,-3.43,0,0.16,79.889,4,0.526,7
7oIYK0JfNVotUtB0pjI7DC,0.0463,0.6,220455,0.638,0,1,0.0785,-8.592,1,0.548,80.059,4,0.444,4
2QFF5cJ3quznBioa5dO9SA,0.772,0.431,240013,0.281,0.000318,0,0.131,-9.917,1,0.0293,106.797,4,0.246,4
1ckLp8lCl8LipXI0ypX72m,0.703,0.746,200680,0.559,0,5,0.148,-4.008,1,0.0316,117.943,4,0.368,8
2dgFqt3w9xIQRjhPtwNk3D,0.454,0.712,198533,0.732,0,4,0.319,-6.754,1,0.0629,94.071,4,0.313,8
3Woz4yXgXOSTs6Yc0Oh2Es,0.00272,0.351,279912,0.675,0.000122,3,0.407,-10.073,1,0.0343,168.016,4,0.335,5
2b9frtOfOaay2MjeYtFr0Z,0.341,0.397,339440,0.411,0.00329,0,0.112,-8.665,1,0.177,74.99,4,0.28,1
527DJI5kIuYrLp1O9pYPzk,0.9,0.383,305920,0.448,0.0565,5,0.114,-7.397,1,0.0431,135.47,4,0.27,4
1LZPELQqai6rO6JgvZtElr,0.403,0.614,197833,0.749,0,2,0.102,-3.378,1,0.138,170.186,4,0.432,5
4wL6dDN3b0pOtrgW8oExak,0.684,0.71,133758,0.197,0,9,0.473,-13.431,1,0.933,130.378,5,0.482,5
0heufLGCARpOYKH2v8IMsj,0.00012,0.489,258200,0.836,4.81E-05,11,0.182,-5.844,0,0.0599,146.041,4,0.406,5
0dDboLfmRNsTBscy4j3Rnl,0.0201,0.826,188480,0.816,0.000939,1,0.127,-4.608,0,0.0683,96.042,4,0.598,8
0j2uWSK50To20i1VG9H8mf,0.000972,0.531,254400,0.874,1.74E-05,8,0.0955,-3.538,1,0.0323,115.054,4,0.345,5
1BxE57AivsEtDQ8JWo3uXs,0.526,0.502,194386,0.653,0.0212,4,0.0953,-8.401,1,0.0272,80.614,3,0.325,6
7wHOVBc7loj3dHHQqclAYD,0.343,0.605,229616,0.476,0.00113,9,0.0965,-9.304,1,0.0469,137.964,4,0.376,3
2JEuoW7VtugjY2XtxK034T,0.271,0.308,221933,0.479,0.00257,6,0.47,-9.04,0,0.035,130.007,4,0.156,6
0Bv4YIlBJnwNpnFrRQCrrj,0.00032,0.551,297440,0.756,0.904,5,0.131,-6.376,0,0.0304,120.02,4,0.629,4
0NWJxGtQRTguSQUoA2Sx1Q,0.00218,0.613,243893,0.729,2.39E-05,9,0.0896,-3.987,1,0.031,103.979,4,0.179,3
4NAOU1fKvpPtLwtR2rUfFP,0.972,0.63,49000,0.0734,0,7,0.403,-24.448,0,0.548,135.964,3,0.831,6
5SausHYME36XU0ZEbXP1GH,0.0561,0.538,242933,0.701,1.84E-05,7,0.468,-6.03,1,0.0354,177.945,4,0.547,4
2Lzg6ouDLBBNGMjiMFDY9t,0.986,0.466,125347,0.387,0.936,2,0.65,-20.025,1,0.0326,135.942,3,0.426,3
0oTn50RyTgQFjBb3yZ6Xz9,0.0954,0.621,153680,0.668,0,0,0.114,-5.15,1,0.046,163.901,4,0.685,5
2u7Do6hFnQ2omiek0effYE,0.00819,0.253,177640,0.967,1.60E-05,2,0.651,-5.509,1,0.176,166.729,3,0.342,3
0Z4sLeMzXoN0WFU6d12KQf,0.466,0.489,367973,0.424,7.01E-06,10,0.659,-9.471,1,0.0296,91.866,4,0.251,3
0dwCrCUcssGQyZPbt3OBjj,0.855,0.164,237500,0.0798,0.95,7,0.115,-25.069,1,0.0368,83.774,3,0.0953,4
2LyfGpVEYxx0VEYp07l577,0.109,0.415,207636,0.54,0.00138,2,0.0817,-9.187,1,0.0321,98.324,4,0.148,4
0LCNC3bpy3wGaBR8otzRuS,0.0827,0.831,154225,0.311,0,5,0.0927,-8.12,1,0.0546,100.113,4,0.388,6
1LLXZFeAHK9R4xUramtUKw,0.0246,0.695,190240,0.71,0.000104,1,0.133,-6.639,1,0.05,157.925,4,0.557,8
770F4ulWaBUCahoko29w0w,0.00908,0.474,239147,0.857,0.00278,9,0.193,-5.36,1,0.0356,127.005,4,0.727,4
3mhLnZNg2efKBLPxH5xaKr,0.0422,0.71,234721,0.695,0,0,0.205,-4.458,1,0.344,171.141,4,0.642,6
3mMpLkkVjO69cEo5E2wq4Y,0.0194,0.784,240027,0.628,0,1,0.12,-5.982,1,0.367,96.599,4,0.346,4
1cXXhzPnbrXjNQYbLdUJdy,0.923,0.55,150200,0.271,0,5,0.147,-11.836,1,0.0495,130.155,4,0.521,7
5RhPNWj5NCJO0rYYpvban5,0.968,0.224,116800,0.315,0,9,0.33,-15.896,1,0.0346,85.594,5,0.229,5
0b6UoVjUzFyZNpHI0aAhKt,0.269,0.362,206499,0.714,0,9,0.21,-3.07,0,0.0835,67.4,4,0.309,7
1LBPpEo866w3j8r9DaHM8G,0.0106,0.36,187578,0.873,0.0173,9,0.107,-5.112,0,0.0687,203.983,4,0.379,1
3IcflVxokiQYxY78drmBQQ,0.000987,0.637,228813,0.515,2.69E-05,9,0.226,-7.461,1,0.0245,100.026,4,0.626,3
5ZOEulH7fvK4ZkMLTOyKL0,0.268,0.502,95267,0.309,0.279,6,0.127,-11.389,1,0.0601,169.522,1,0.18,7
3xXqCXtvwbNCmc98uIgylF,0.0121,0.569,240120,0.846,0.00142,0,0.447,-5.798,1,0.0629,94.983,4,0.534,3
5fKaBcU59vpD1g5v2fKyxD,0.382,0.601,204411,0.792,7.77E-05,1,0.13,-6.74,1,0.134,124.077,4,0.434,3
2I2HYr4FLb6LPfdgcKxK2J,0.321,0.705,177913,0.554,9.26E-06,10,0.978,-9.628,0,0.0551,80.042,4,0.611,6
0uFNdjWpogmaJYp2zlNJj5,0.0116,0.734,203175,0.836,0,6,0.106,-5.953,0,0.0817,100.022,4,0.214,7
1rxdUBOPEon0w1oXrTxsvc,0.25,0.802,220259,0.663,0,4,0.0748,-7.443,0,0.0621,119.982,4,0.108,5
5Am6tsnSF2olM1bPpOdZRu,0.755,0.651,118400,0.346,0,11,0.115,-8.113,1,0.0332,134.93,4,0.593,7
3rREcqxfjNnDXHqr6bq77W,0.0717,0.753,201027,0.754,0.31,10,0.253,-6.97,1,0.0371,107.995,4,0.528,6
7KK4d7xfH6WjUuK1kPL8E2,0.145,0.865,135516,0.649,0,2,0.104,-8.05,0,0.349,113.245,5,0.22,7
0xeYgM5UfwXZ1JEdT2MkhQ,0.0137,0.416,85120,0.807,1.99E-05,9,0.113,-7.144,1,0.0812,102.774,4,0.2,6
2VS1jveuhfU7Latlgfh62T,0.00323,0.541,197413,0.986,0,0,0.105,-5.315,1,0.103,96.954,4,0.484,7
5jzlpxx0MLrj9V6Py0zLNm,0.311,0.631,205714,0.722,0,1,0.153,-3.031,1,0.0324,105.045,3,0.443,6
3bNjKlhgAPc2R31KNqem4m,0.288,0.704,242906,0.757,0,0,0.351,-3.312,0,0.0483,91.999,4,0.532,4
0lZk8fjx0u7hRwEgs7sOKW,0.22,0.938,182400,0.433,0,1,0.0856,-8.156,1,0.0478,99.988,4,0.642,5
2uEuo87JC9tc1dzmPUtOxj,0.406,0.653,232053,0.828,0,5,0.11,-4.502,0,0.312,75.684,4,0.709,7
5USsRaiqL1RNKRm1fTJ3JM,0.93,0.582,263442,0.109,0,9,0.167,-14.67,0,0.0396,131.713,3,0.507,7
1GJfGfPsdDI574KOQtmn9v,0.000164,0.434,234360,0.981,0.00188,11,0.283,-6.476,1,0.13,174.993,4,0.372,2
4R5CbcEOoYA5CWqEqQAQp7,0.00123,0.449,218511,0.885,0,2,0.299,-5.497,0,0.0672,120.162,4,0.32,5
1gtJz7BBSg4SZkOtw2GULB,0.188,0.879,212440,0.701,0,11,0.319,-5.254,0,0.144,123.969,4,0.723,4
1tmblFgOwgCOVqf1yA9crj,0.133,0.957,145277,0.731,0,2,0.0921,-4.311,1,0.113,107.999,4,0.829,4
20bkFpRphvtLtj5p9vJ491,0.303,0.681,164747,0.709,0,0,0.449,-3.808,0,0.0868,136.815,4,0.608,3
6k7bhsnDWywB3wbTKtqem9,0.278,0.617,185625,0.694,3.51E-05,6,0.286,-4.516,1,0.0399,127.968,4,0.426,5
2ESjIfnnTAstEdiJQNnLnf,0.051,0.822,201331,0.871,0.458,1,0.0877,-3.42,1,0.0487,122.998,4,0.96,5
4FwrqmOpws9JTH0WTo4vJ2,0.596,0.471,171800,0.62,0,7,0.323,-6.855,0,0.0327,115.91,4,0.619,5
0iBrShANZfygvF8ItLgI5N,0.617,0.449,18061,0.847,0,5,0.419,-16.359,1,0.674,106.369,3,0.238,1
5WudOQLpFH9yK66mPGWxRT,0.161,0.547,368747,0.857,0.0574,7,0.973,-10.912,0,0.0589,117.057,4,0.353,4
6fuAuAf3hKw0DIhPjhF5Jw,0.428,0.512,188000,0.625,0,9,0.346,-6.097,1,0.152,92.976,4,0.685,4
06GEiLmDCZWEX5kKI6ma7f,0.77,0.77,29750,0.369,0,1,0.167,-6.047,1,0.227,95.092,4,0.201,1
3qqKui1tn0QSC4z8ce6wsm,0.358,0.824,143462,0.927,7.35E-06,4,0.449,-9.843,0,0.886,79.938,4,0.492,2
3pNYy5YorVBDgLx3J4IVdo,0.373,0.651,234115,0.49,0.711,7,0.094,-11.763,1,0.0304,123.976,4,0.516,3
5qD3Qv8Wu3r5uRD0DahcZy,5.36E-05,0.426,242680,0.959,6.54E-06,0,0.707,-4.95,1,0.0525,155.01,4,0.372,7
2RI5Stw86NuyADOEmGLw2P,0.0147,0.466,244662,0.903,0.0527,8,0.0763,-5.813,1,0.0352,98.021,4,0.41,4
0PKek4Dx6rgpvQZkL6VqKL,0.125,0.545,311029,0.691,0,9,0.21,-9.898,1,0.663,154.085,4,0.48,6
6RiI88pDWXUBJcRPuNkjHK,0.167,0.439,175418,0.58,3.71E-05,7,0.0897,-7.602,1,0.0304,164.088,4,0.154,5
67nxe3fLZSfEtRjeas6f9T,0.0121,0.813,132728,0.405,0.831,2,0.0501,-7.786,1,0.0656,125.534,4,0.973,4
7hgwihI7de0gUQk5lSgMKW,0.166,0.716,279801,0.494,4.49E-06,1,0.0761,-9.009,1,0.0635,91.981,4,0.404,5
2uNKrD9RRVjberEKX02wb6,0.492,0.631,194370,0.554,0.00278,1,0.07,-7.483,0,0.055,134.981,4,0.215,6
5vSH6QgQ4WYVf99LASBSXi,0.196,0.575,242147,0.696,0.011,9,0.0986,-4.687,0,0.029,175.993,4,0.282,5
25Wl8tfoyW7epmTLD6BcXH,0.0145,0.516,251893,0.818,0.000793,7,0.251,-6.621,1,0.0294,103.994,4,0.356,3
0VrQ3dAV7vefMJYb56q0M3,0.884,0.688,217066,0.506,0.0306,2,0.108,-9.049,0,0.0697,138.893,4,0.107,6
0W64NfLrIsRTAFObko6uJx,0.801,0.51,220240,0.619,0,7,0.0811,-7.918,1,0.281,97.018,4,0.321,8
3GX2hFAekmSduZzcS52OnR,0.243,0.733,191920,0.574,0,1,0.231,-6.409,0,0.266,159.987,4,0.305,7
5kAe5RQFOElPG596CDPouP,0.387,0.382,382813,0.436,0.0403,7,0.061,-11.732,1,0.04,124.991,4,0.324,2
1HGhRqBz4D53D6VwOlBtCu,0.187,0.467,202307,0.633,0,7,0.181,-5.531,1,0.0286,129.218,4,0.401,5
4bGhX1hZxtj8DA6CeacQ6h,0.174,0.639,218987,0.385,0.00149,1,0.0815,-8.971,1,0.0936,160.241,4,0.555,4
15IgHEkeO9gSqrKilaEh8b,0.00749,0.604,208387,0.492,0,4,0.11,-5.207,0,0.0288,121.125,4,0.385,6
0F8C3ARzs6FNUzPlBpVxJY,0.000782,0.447,69600,0.851,1.78E-06,11,0.608,-5.246,0,0.0386,114.133,4,0.449,2
3RoRgmRrDya2ltHoNvPOkF,0.861,0.546,229867,0.337,6.28E-06,11,0.156,-7.134,0,0.0252,84.909,4,0.255,5
12MCtbckqyLvaOjG7u7UnI,0.00123,0.514,228502,0.856,6.34E-06,2,0.544,-4.285,1,0.0717,117.014,4,0.351,6
1AO273oogzWXHmXckUHipk,0.00832,0.756,264030,0.776,0.00128,4,0.15,-5.873,1,0.0746,122.982,4,0.807,5
0Er3YHnMhHvjSyHusJpvpB,0.725,0.578,204920,0.472,0.00674,5,0.126,-11.385,1,0.0335,135.95,4,0.338,5
1V8kBIm4evDKD3IBplKf3D,0.771,0.293,189911,0.231,0.000717,2,0.0722,-15.142,0,0.0347,73.954,4,0.0399,4
0udXpdewx0TqH5AWOP4RIY,0.412,0.538,262514,0.664,0.000191,8,0.72,-10.294,0,0.273,95.278,4,0.627,1
1PD6aNd84vThTS2EcINapm,0.193,0.566,282667,0.846,0.000452,4,0.283,-6.8,1,0.0476,205.94,4,0.897,4
7iiSNaTl7uGAaLiKnQC9ot,0.932,0.207,278379,0.168,0.874,8,0.167,-21.598,0,0.0502,69.138,4,0.0324,3
5QaG3tbL4UQnqRRRZNmXvC,0.135,0.546,251360,0.603,0,4,0.0543,-7.93,1,0.0291,116.973,4,0.304,2
43IMaycr34ZR5kS8mlL5hH,0.672,0.69,205733,0.377,1.06E-06,7,0.106,-7.907,1,0.0793,104.924,4,0.18,7
4rKgnSL0OriKojAcS1rGQ9,0.393,0.514,211813,0.779,2.80E-06,11,0.708,-6.016,1,0.204,104.564,4,0.53,5
4wOgNWU6Y6mixNZcimJqDv,0.000913,0.342,327392,0.787,0.0114,11,0.121,-5.322,0,0.0372,116.773,4,0.152,6
30O2LILRUDHmfLa9scND3k,0.068,0.754,175191,0.681,0,6,0.0591,-4.846,1,0.0315,103.011,4,0.845,5
1yLSv3RVh0BzTnaGlTapsP,0.224,0.624,245925,0.549,5.03E-06,9,0.165,-8.637,0,0.0655,121.903,4,0.407,7
1P4b1iR2dWEjWmVVIkGiA6,0.6,0.504,279080,0.461,0.00015,5,0.113,-7.402,1,0.027,149.914,3,0.417,4
25J2bLknZoRzHjAO2NlfJH,0.0494,0.899,182330,0.654,0,2,0.203,-5.38,1,0.127,130.006,4,0.225,6
5hc1hrIYxTJQTVZkPUn9Po,0.000589,0.553,211773,0.829,2.20E-05,8,0.117,-4.429,1,0.105,142.901,4,0.424,5
0OTIiplHpDNEqHsKqglrWS,0.264,0.641,179253,0.75,0,8,0.151,-4.922,1,0.336,78.863,4,0.436,4
6RRQLwNMxIEZvdyxKUZVXK,0.621,0.824,95943,0.438,0,2,0.227,-4.906,1,0.0293,114.078,4,0.739,2
6XNANAB7sFvkfho6bMCp7o,0.135,0.569,270960,0.86,0,9,0.153,-4.116,1,0.043,90.937,4,0.289,8
6szKujbGsJAtL4cQ4yF8PK,0.206,0.43,733567,0.386,0.89,2,0.0881,-19.827,0,0.0903,90.184,4,0.0632,2
5dFHLlQzgcIU8u0jautCcP,0.327,0.515,299320,0.683,1.53E-06,2,0.241,-8.192,0,0.0355,147.997,4,0.23,5
00hXgZOU2yu4SPznb75djZ,0.189,0.355,686520,0.784,0.858,10,0.188,-10.279,0,0.142,175.041,5,0.345,3
1t7CYVNeWFsmMrU2W4N9W3,0.0523,0.409,126346,0.604,0.0619,7,0.232,-7.363,1,0.0771,157.624,4,0.637,4
5Uym8nZf9WyDsxPuum3ntT,0.127,0.749,182623,0.703,0,1,0.0775,-6.639,1,0.0341,95.975,4,0.644,6
67qz8HVZU1r0Q9MUJQ9AAi,0.00601,0.883,213029,0.657,0,7,0.126,-7.022,1,0.0884,93.499,4,0.648,6
5zsR5IdBkndeLgUmovo5ac,0.000109,0.62,228347,0.951,0.00154,7,0.314,-5.679,1,0.0559,119.977,4,0.618,6
6ma6Oe9PrzJsckdCebJoFM,0.079,0.587,238294,0.764,2.10E-06,8,0.776,-9.322,1,0.215,137.013,4,0.446,7
4JFQ6XcKPvXIU34JPLbbOQ,0.141,0.782,215027,0.707,0,0,0.278,-5.549,1,0.0509,109.01,4,0.878,5
0UbfSLuX1zF2em3HulFN0A,0.167,0.631,197814,0.6,6.30E-05,2,0.101,-7.912,1,0.0589,76.015,4,0.525,5
6AZaeRAPYnf5nKwV7HpSlQ,0.027,0.43,389728,0.811,0.0034,1,0.95,-5.511,1,0.101,107.036,4,0.223,6
