Track ID,accousticness,danceability,duration,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
3PgpsHgfBHdJIUjHehdg4b,0.106,0.664,217280,0.909,0,11,0.324,-2.403,0,0.0521,125.011,4,0.837,5
1CHhAINmT48RpXE5owAo3Q,0.319,0.822,186784,0.598,0,4,0.109,-6.804,0,0.37,176.046,4,0.595,6
1yvFoBp2Bq1ilD0518ZpQx,0.0184,0.932,155990,0.775,0.0157,7,0.318,-5.345,0,0.115,119.976,4,0.584,6
52I0JYrgvOBVP2pYd9pzbp,0.0133,0.354,409402,0.659,0.00276,4,0.131,-7.924,0,0.0442,139.965,4,0.13,3
5sxSfajurxK1jzBUzTLou5,2.04E-05,0.32,238169,0.947,0,2,0.31,-3.918,1,0.152,134.099,4,0.471,5
2YTblAt3gfs9F3DGYIv2nK,0.524,0.784,208240,0.62,1.09E-06,9,0.1,-7.294,0,0.0725,134.039,4,0.742,6
4HQwS0eDQ57zOER0fp7DoD,0.091,0.487,252913,0.621,0,2,0.132,-4.676,1,0.0333,140.04,4,0.178,6
3Mtr2kqavbnLpPtcOMITzi,0.137,0.478,298813,0.54,0.00275,7,0.0703,-6.741,1,0.271,169.985,4,0.178,4
43vyfrPC8EI8fRgcFBids5,0.00193,0.648,179612,0.732,0.000709,8,0.0835,-8.614,1,0.037,143.965,4,0.735,4
7mkT9kS25nUIoNkm02Ww0n,0.188,0.654,211760,0.798,0,0,0.15,-4.084,1,0.0451,92.207,4,0.574,6
37ufe1F2g1nOuI0z2sd6M4,0.0097,0.614,258018,0.695,0.000288,7,0.062,-7.032,1,0.285,124.456,4,0.565,5
6aPDvttLmezuUlv60ExTH9,0.228,0.53,178958,0.525,2.20E-06,0,0.0812,-8.319,1,0.0585,134.236,4,0.225,7
4B8VRGtOuGHKQJjcHpJQpM,0.0102,0.562,189060,0.775,0.000165,0,0.377,-6.842,0,0.0801,120.097,4,0.295,5
1znxbmf6Rmnxyogm1Sw2jh,0.334,0.611,415200,0.259,0.00253,0,0.144,-13.592,0,0.0293,148.015,4,0.194,3
6BBopbfKX7d4fKFnn4E01A,0.00194,0.315,272418,0.875,2.79E-06,9,0.298,-4.709,0,0.0752,160.015,4,0.142,5
2QcKvqfQQXNzB3YG4TavQ0,0.0146,0.715,153640,0.76,4.26E-06,2,0.085,-5.906,1,0.033,136.039,4,0.641,4
1gvUftdxK2e72Vw9P3bFZk,0.982,0.201,27347,0.163,0.759,10,0.137,-20.837,1,0.0426,69.341,4,0.327,1
0JwtuqKYYCA1iJ5cubotGW,0.0115,0.489,174568,0.957,0.000405,7,0.173,-2.812,1,0.056,124.026,4,0.53,6
4GIrQIp1GVdVJTlqzJuUCu,0.347,0.692,183560,0.657,0.000668,6,0.106,-7.989,0,0.0397,89.974,4,0.0529,5
6jfHoEMGPAn3eyRfwAMu3C,0.194,0.175,386802,0.794,0,2,0.223,-7.009,1,0.0545,160.199,3,0.31,2
5dyx8J5jiuDLqRDVk2Qc7K,0.188,0.785,199301,0.753,1.01E-06,1,0.265,-3.841,1,0.0873,94.012,4,0.488,7
6fJFah7qCu9GZlXvg3amrC,0.00548,0.666,197320,0.873,0,0,0.278,-4.927,1,0.0403,109.042,4,0.655,2
3rqpUPQhpFNiWSYDn7LVKz,0.206,0.686,178973,0.837,5.80E-05,0,0.213,-4.591,1,0.0452,155.951,4,0.829,4
1K2AsxGzMyms8ft8m62jVd,0.000252,0.517,188538,0.994,0.717,0,0.0403,-4.29,1,0.187,105.145,4,0.133,5
7tctTXDHVCmPPj9U2C6UIN,0.141,0.645,223549,0.809,0,5,0.197,-4.614,0,0.148,119.879,4,0.597,5
0rmTL2i3ay6HxQuN1fmJV9,0.00977,0.612,230080,0.897,0,1,0.174,-3.263,0,0.0881,84.955,4,0.893,5
5HWl6LdXtODEG79VrRyg26,0.046,0.642,152436,0.788,0,5,0.146,-4.756,1,0.217,122.098,4,0.489,2
3o9ZhwPb3TrlgVBcMXffzj,0.86,0.467,137886,0.249,2.72E-06,0,0.151,-12.56,1,0.0421,95.01,4,0.234,5
320sPGlpLbQP6iBO8B9dJJ,0.0369,0.606,117650,0.851,0.377,2,0.34,-9.001,1,0.104,199.97,4,0.359,6
1DXvEWgI1xoxmKv2Zd3pNE,0.638,0.623,188413,0.613,0.572,10,0.143,-9.241,0,0.0309,147.168,4,0.745,6
5fauFOWxPFk36Ui433FNRB,0.0057,0.517,356507,0.971,3.75E-05,4,0.325,-5.189,1,0.0778,135.004,4,0.363,5
41YKDEHLYQXchcPmoXung7,0.195,0.704,192508,0.518,0,9,0.16,-8.928,1,0.0901,79.827,4,0.527,5
4h33lJL2YU05kEMaSkao47,0.0455,0.669,194640,0.674,0.146,8,0.112,-7.891,1,0.0603,160.023,4,0.313,6
77Ozvyd5Hb2JelgPAefv5I,0.628,0.638,185439,0.305,0,0,0.237,-9.125,1,0.0406,121.976,4,0.374,6
6tQRngPVdxxtopH4TfPlMa,0.276,0.356,257627,0.771,1.79E-06,1,0.552,-7.785,1,0.0504,113.296,4,0.772,3
6HdtoO63B620I9wWSRZWzJ,0.133,0.683,176718,0.723,5.09E-05,8,0.126,-7.194,0,0.143,152.982,4,0.425,5
5ri4b7YQp2PWn8tl3MRYgE,0.0779,0.771,197964,0.889,6.53E-05,7,0.0426,-7.93,1,0.0777,108.015,4,0.882,7
508FoYYfy1YjC6ZVUMctZJ,0.153,0.563,197347,0.722,0,0,0.0791,-4.638,1,0.0664,95.003,4,0.317,5
0TTPI9VQjcGLENmMXZckKI,0.564,0.654,171823,0.536,1.14E-05,4,0.16,-10.197,1,0.134,160.999,4,0.489,3
03vri3F9DxZ5QVZ5LWsgn1,0.00455,0.718,179440,0.581,5.16E-05,7,0.0726,-6.285,1,0.103,100.987,4,0.406,5
5XraIodbHreqCPygPYBAxe,0.465,0.599,175627,0.516,0,7,0.167,-5.874,1,0.0249,138.684,4,0.706,1
2kAIpGWnlFLQh48iut6Zzq,0.308,0.627,182080,0.446,0.00077,2,0.111,-9.477,0,0.0332,139.994,4,0.11,8
2W5BqUeVE42TSFnIQ2naKY,0.045,0.815,138840,0.691,0.00172,10,0.154,-9.207,0,0.0451,122.01,4,0.586,4
7C0BHTRLmWUONc8OYjOPdW,0.00437,0.66,186360,0.771,3.07E-05,10,0.29,-5.233,0,0.128,91.023,4,0.527,6
7isyMLEPs2zsK0SztD9rHY,0.000108,0.574,179112,0.84,3.62E-06,9,0.358,-4.686,1,0.0319,104.974,4,0.347,4
6KbrAkJ4Vy7E2GvF8ZqZKJ,0.99,0.149,49080,0.124,0.907,10,0.109,-29.2,1,0.0695,149.903,5,0.118,5
5WcZGKFwQo3yM7qNW0iqix,0.23,0.466,237733,0.483,5.04E-06,6,0.0835,-7.836,0,0.0286,120.064,3,0.118,6
7BLWdDxt4ex0EZPjfdaclZ,0.0377,0.671,178629,0.685,1.65E-05,0,0.243,-5.825,1,0.0248,97.007,4,0.789,6
6DI1TMsZ2olvD3QHSNG07v,0.438,0.737,293107,0.708,0.00194,11,0.1,-5.922,0,0.0309,131.995,4,0.619,4
5beGwOFZNs7AuoUcen6UAd,0.0709,0.571,167786,0.666,0,7,0.383,-8.353,0,0.442,173.829,4,0.745,3
1GnUHMOfispILZ436mGtQM,0.0533,0.575,160787,0.971,4.90E-05,9,0.0941,-4.875,0,0.0859,114.98,4,0.503,4
3ePqyAy0LpiAOvyGfSUGCT,0.0659,0.584,165694,0.775,1.77E-06,4,0.135,-7.689,1,0.461,83.861,4,0.66,4
1aaUv9RdPa2zEKvaxbHHpc,0.897,0.31,234394,0.292,3.34E-05,7,0.207,-10.04,0,0.0436,69.186,4,0.16,6
61sor95BL63MCvZYgKK8KM,0.131,0.487,295890,0.694,1.46E-05,10,0.106,-4.049,0,0.0397,145.919,4,0.287,6
4gY4Iv2Six2S3FQ6Vd5TyF,0.000426,0.345,195200,0.888,5.17E-05,7,0.297,-3.172,1,0.0874,73.574,4,0.301,4
3WMphVGMC5cotOA4C17uuL,0.0234,0.433,194153,0.441,0.14,1,0.0787,-9.373,1,0.0349,150.111,4,0.322,4
2m7SaIRJ3oIgSdwZ87Z5w8,0.961,0.507,335611,0.154,9.77E-05,8,0.139,-13.253,1,0.054,67.749,4,0.146,2
5g4efTwCYz1tS9FuB1iZr6,0.242,0.235,360200,0.54,0.00253,1,0.175,-6.437,0,0.0424,78.194,4,0.151,4
57DJaoHdeeRrg7MWthNnee,0.0931,0.687,214547,0.832,1.32E-06,8,0.183,-4.434,1,0.0366,123.036,4,0.448,7
7c1A9xT8R5QnNAdip7bMIs,0.682,0.63,72004,0.448,0,6,0.595,-18.951,0,0.944,110.048,3,0.463,2
5mwiI2ekFCST3xK4WPfAsu,0.939,0.341,100303,0.203,0.776,9,0.109,-15.34,0,0.0292,78.843,4,0.252,4
17b6yfgvrUXozsdSAKclUG,0.485,0.333,402300,0.469,0.673,5,0.18,-7.045,1,0.033,81.901,4,0.203,3
2msixqR0t9xTC2duObmruv,0.926,0.179,108187,0.313,0.959,1,0.0781,-12.86,0,0.0411,133.496,4,0.0406,3
7GMaTvzLztGmZPl7Y2FJ0i,0.0365,0.649,247387,0.913,0.000374,0,0.0518,-3.278,1,0.03,127.992,4,0.964,4
6oHalJC4hM1cS4tt6fhzLH,0.442,0.783,127323,0.634,0,10,0.224,-5.279,0,0.294,171.997,4,0.359,6
6lg0Md3xQ7U5EYAcsnysiv,0.00407,0.224,204800,0.644,0.252,5,0.537,-7.276,0,0.0386,149.822,4,0.0387,6
3olJJc8MQ1kYi3xqHxzqtN,0.0188,0.623,175223,0.65,0,11,0.0687,-3.786,0,0.032,112.072,4,0.366,4
4AUzKVmET6xYBmxcmov4Zu,0.000755,0.502,226014,0.937,5.94E-05,0,0.0816,-2.769,1,0.11,132.079,4,0.396,4
4mUIe9gfsdtsVP2zFIl74x,0.126,0.674,144090,0.726,1.56E-06,11,0.115,-3.813,0,0.141,160.067,4,0.443,8
0CR60XwKbzgohE3I6NMjlR,0.0488,0.794,145293,0.661,0,2,0.214,-4.188,1,0.263,99.977,4,0.359,7
3yVpizetPa3ufcGFvbUi2L,0.0657,0.74,196893,0.952,0,0,0.273,-2.106,1,0.0723,120.933,4,0.784,4
7lBkuyDfK0y6x6N6Zd1Z0U,0.00356,0.658,188427,0.781,0,6,0.0767,-5.293,1,0.0259,112.015,4,0.728,5
4qQ6Utqd90xZE14SSsg2L3,0.849,0.265,132867,0.66,0.311,7,0.285,-3.72,1,0.0369,106.821,4,0.151,1
3KcSwX6pyUnfJ0YZlcJE7d,0.0209,0.883,151944,0.802,0,9,0.198,-3.234,1,0.313,109.914,4,0.715,7
7MFoIs8xCnBsRCORF83ogA,5.97E-05,0.29,185267,0.912,0.0128,4,0.0865,-3.943,0,0.0636,127.225,4,0.452,6
2n6red10oCd6YhlEUp6jXy,0.172,0.71,184987,0.517,0,1,0.0786,-6.85,1,0.0448,145.946,4,0.176,7
6EOwEp0a537SGJZxVk07Gp,0.467,0.689,187640,0.728,0,4,0.116,-5.528,1,0.0379,84.998,4,0.56,6
7CVG8gFuFM2OTkUVOkk4iX,0.0303,0.678,150160,0.928,3.33E-05,3,0.143,-3.66,0,0.0597,116.892,4,0.663,6
5KYhIFNTp4VQUqlsbLWTTu,0.0485,0.611,207133,0.539,0,7,0.127,-10.617,1,0.411,82.766,4,0.627,7
483bQv3IAEM9oGrhBrQeFm,0.000217,0.543,205287,0.721,3.28E-06,0,0.102,-5.377,1,0.0329,170.078,4,0.346,6
2RuWg81oFr6MTBrCK9qIUw,0.188,0.797,242400,0.762,0.0773,11,0.173,-5.578,0,0.0487,110.993,4,0.6,5
1jJFm0k2rAVOFTDy46vQuI,0.224,0.621,160400,0.545,0,11,0.0979,-5.507,0,0.0719,104.515,4,0.702,4
0cHAXbQfTlBIJrzIOW8kUv,0.92,0.527,247241,0.0861,0.000334,5,0.0988,-15.326,1,0.0301,103.582,4,0.225,7
1oNrfXDCQfbwYxw3ITIOjK,2.69E-05,0.514,256493,0.95,0.014,11,0.166,-4.541,1,0.0605,129.98,4,0.477,4
0mvf8kPSZYyTSzbDXqIJhC,2.05E-05,0.471,241244,0.961,0.15,8,0.859,-5.748,1,0.115,114.961,4,0.147,5
1AF56oB2O1JKBzsszqM2qs,0.000483,0.614,239078,0.753,0,5,0.14,-5.795,1,0.0863,122,4,0.456,3
28TRkCZ5hNQ0bbOFElAf5Z,0.796,0.615,295587,0.254,0,4,0.335,-11.374,1,0.0506,122.051,4,0.293,4
3oDyaLtPpORasVR7atUHIa,0.0138,0.581,228208,0.618,0.147,4,0.428,-11.109,0,0.339,149.832,4,0.385,6
3BnDZeuKBHTnv4ABHNRKx9,0.000857,0.64,221867,0.643,6.37E-06,1,0.129,-5.836,0,0.0277,110.009,4,0.699,5
5JdFo3MYdodpxi8E5MUzeW,0.38,0.751,427698,0.902,0.0541,2,0.71,-7.642,1,0.0421,129.974,4,0.84,2
23Ov2HUf5HK1Q5H3nR7wlz,0.291,0.786,215653,0.467,0,4,0.0636,-7.694,0,0.0446,138.041,4,0.46,6
3JyAQjCwqEKB0EYGoGM8Kf,0.59,0.543,374213,0.329,0,11,0.418,-23.794,0,0.894,110.517,4,0.378,1
2MnEG4htbbdfoUsyzxZ4BM,0.784,0.789,180000,0.49,0.000598,2,0.112,-6.588,1,0.0392,140.034,4,0.869,7
17sqjIIUS2NULTLIVdO25q,0.704,0.383,228053,0.412,3.95E-05,6,0.127,-7.711,1,0.0275,82.202,3,0.269,1
74EV2uPNEXmX3UGInlPxM3,0.367,0.52,210200,0.689,2.10E-05,7,0.119,-4.64,1,0.0307,79.007,4,0.39,6
5LudgNwTAhX2sjfzdpLyAD,2.97E-05,0.4,185067,0.89,0.0106,11,0.21,-3.469,0,0.0608,158.053,4,0.313,5
3KkWGDCb6byHjNYjxBihGK,0.23,0.75,204364,0.534,0,9,0.152,-7.004,1,0.294,159.998,4,0.451,7
2Hk1xo2ZrysHtBQMmZvg8U,0.0419,0.239,131928,0.676,6.98E-06,10,0.551,-4.868,0,0.0613,73.373,4,0.198,6
4u7SAPZTTVuWWzr947DbfH,0.000252,0.447,195333,0.88,0,5,0.306,-6.257,1,0.058,136.992,4,0.346,4
5qmcKqCKRb4EFwRTsndXNe,0.273,0.615,162876,0.945,0,9,0.962,-5.607,0,0.259,101.502,4,0.45,6
1WlU4jsJ8AoTB96dgd8LJA,0.146,0.853,131756,0.805,0.0515,11,0.204,-3.331,0,0.202,134.55,4,0.879,6
4HXNlogERfs8syWp1EOCKq,0.122,0.641,210707,0.755,0.000475,8,0.106,-5.898,0,0.109,152.034,4,0.405,4
0D3QYmNq3jLOxKFgu9AngB,0.551,0.686,210913,0.856,0.000357,3,0.13,-5.26,0,0.0947,102.896,4,0.53,2
6J06JmjS53oCM0F0IdALaH,0.523,0.283,289747,0.442,0.421,1,0.107,-11.087,0,0.0287,173.534,4,0.342,4
4OSpmBOT4HsfXSaLcYoPVk,0.00553,0.441,276160,0.875,0.00947,5,0.963,-4.854,1,0.0477,94.117,4,0.465,1
34j9iKst4bHdstXaNvP6li,0.893,0.551,220067,0.397,0.000122,2,0.0932,-10.006,1,0.0377,146.095,4,0.179,2
6WCkyaVmut83CtBFEUhDo4,0.000347,0.214,355540,0.969,0.246,11,0.138,-3.924,1,0.106,159.948,4,0.0369,7
1auBk0cLQensB5rIfHWida,0.0183,0.63,242169,0.85,6.38E-06,1,0.207,-4.57,1,0.0301,89.997,4,0.714,3
5TxRUOsGeWeRl3xOML59Ai,0.128,0.216,265480,0.497,2.39E-06,10,0.111,-8.025,1,0.0371,187.308,3,0.313,7
0vPkRB52RENZMpHybpFKYK,0.000348,0.566,222461,0.886,0,0,0.494,-3.63,1,0.0902,130.066,4,0.619,7
5vIiGOCqhPwnQDZhWhewGU,0.0984,0.804,152564,0.823,3.78E-06,0,0.246,-3.667,0,0.0745,124.062,4,0.489,6
3G9wLqePh11HbAaSrUK8ZH,0.254,0.527,213067,0.678,3.03E-06,11,0.173,-6.016,1,0.0405,122.002,3,0.498,4
4SK27ywWZG821Kl1p27UWx,0.000703,0.574,241706,0.764,0.0769,2,0.137,-6.005,1,0.0359,141.001,4,0.631,5
2rlc9uWQP3HBfYmFv1WnQd,0.872,0.161,96212,0.288,0.996,9,0.0792,-19.125,0,0.0338,82.931,4,0.0342,5
6kmSmIbfnGTaGCgwFW7umS,0.348,0.773,173280,0.82,1.65E-06,2,0.128,-4.454,1,0.245,140.021,4,0.717,6
06Y14QBRyzmPRqrswAfF4J,0.28,0.89,212253,0.617,0,0,0.0906,-8.029,0,0.214,80.358,4,0.383,6
7g5Vpx4a2E3Ggrl2RuyYK8,3.42E-06,0.438,256160,0.979,0.00711,7,0.0264,-2.58,1,0.12,158.037,4,0.305,3
6KHM52UtHVKlk5GPC3qNLq,0.648,0.317,257107,0.297,1.90E-05,0,0.228,-10.18,1,0.0319,125.565,4,0.0575,3
0np7TwbqUvlOAz2tgttt1q,0.831,0.473,212253,0.28,0.102,7,0.181,-12.862,1,0.0388,109.585,4,0.198,6
4wakByoYWQzQVrvPctW90d,0.859,0.614,168573,0.341,1.10E-05,0,0.134,-5.903,0,0.327,152.837,3,0.625,5
0fQf209axFXyMsV5pAhfzf,0.153,0.571,206401,0.747,0,0,0.186,-8.708,0,0.068,101.972,4,0.35,6
1I44zWi6wdcWcnd2B68Hio,0.849,0.466,231587,0.385,0.0018,11,0.159,-8.373,0,0.0307,142.065,4,0.271,6
6xXbvCVJJvDASAmKGE3IXh,8.15E-05,0.406,184359,0.959,0.0826,1,0.282,-2.871,1,0.115,195.036,4,0.394,4
4MEb7rOJGcdtWc4kb9QRxL,0.383,0.424,124427,0.923,0,7,0.997,-5.92,1,0.3,161.171,4,0.628,3
5r1t0gy2e5N6kxglKwbYqT,0.584,0.428,147253,0.461,0.0129,10,0.11,-12.308,1,0.0292,145.986,4,0.186,4
4tJi4dodnpJ0MSKj2w6OkP,0.732,0.475,280680,0.322,8.60E-06,11,0.107,-7.401,0,0.0481,76.604,4,0.269,7
3Fw7jEGU96bgnFSZGNiR25,0.0863,0.258,236653,0.615,0,4,0.0757,-7.959,0,0.038,80.136,4,0.194,2
6Qk5eA59RBcO1bBkq9uSZM,0.0296,0.688,336000,0.927,0.238,0,0.346,-6.083,1,0.0617,129.947,4,0.212,5
5vYz1eWdRl4SPXyToMLHYq,0.392,0.598,217000,0.654,0.0864,9,0.266,-6.069,0,0.0939,89.985,4,0.467,4
4Ww4jdVXTyvSnryNTtReRJ,0.829,0.733,222373,0.439,0.000213,9,0.139,-8.109,1,0.0942,104.882,4,0.686,6
4whq4xbDRy33Vqpasyx193,0.00229,0.485,199541,0.855,0.211,2,0.334,-5.756,1,0.0374,145.003,4,0.267,3
196Nfh7pJutpGVrZ8dmNKu,0.054,0.573,149743,0.586,0,2,0.242,-7.109,1,0.267,75.143,4,0.306,6
1wkHhcUnVOMhLtA79dQaQx,0.254,0.692,192373,0.471,0,9,0.236,-7.124,1,0.0487,158.004,4,0.827,6
0ubNODElvBUnoqbsNalA2n,0.95,0.513,231507,0.0202,0.000251,11,0.13,-24.24,0,0.054,125.293,4,0.0721,4
61Zp9IJkK8oQS7ebPYAoLd,0.00126,0.491,177575,0.815,0.00242,9,0.18,-5.922,0,0.102,169.174,4,0.455,4
76RPtxr66QrSYF7hH59AHB,0.00521,0.435,218806,0.774,0.00109,9,0.336,-6.346,1,0.113,122.419,4,0.346,4
2cx7O1AMgjvR9Xc3HX9k9j,0.0901,0.453,178787,0.734,1.61E-06,3,0.133,-3.619,1,0.0337,172.064,4,0.439,4
7DemCTDT2nycuOAkNODzdf,0.588,0.571,230932,0.668,0.0129,10,0.131,-8.651,1,0.0512,134.99,4,0.35,3
1jVjOcs7QeQZJXScbqvofI,0.44,0.606,143640,0.532,0,3,0.132,-6.076,1,0.0416,81.332,3,0.405,7
1HtWxQB4mbaSxZl6shAd82,0.0139,0,10553,0.8,0.322,8,0.107,-10.123,0,0,0,0,0,1
5w6wMKwRH8OUCHap7OqyD6,0.251,0.718,256000,0.557,0.78,9,0.0776,-7.601,1,0.0394,130.011,4,0.627,4
6ZAKFP9hbfAoMl39BikwGF,0.344,0.555,238987,0.577,0,7,0.12,-6.087,1,0.0264,81.047,4,0.525,6
30wn8hS1xFI5VD0qtgILm1,0.00529,0.618,213173,0.656,0.0059,7,0.183,-10.619,1,0.0363,109.996,4,0.682,4
6p8JTP4A9NZHtxRVhkEo6s,0.0076,0.647,157390,0.484,0,9,0.438,-10.316,1,0.301,85.366,4,0.154,4
5fpbliFLBFR8hGwFDzWpXB,0.791,0.447,133640,0.247,3.85E-05,3,0.298,-10.479,0,0.0327,77.791,3,0.291,6
6fvJs3KsnlrDyCEqEdBsv0,0.647,0.804,198839,0.539,0.000377,3,0.11,-5.331,0,0.148,83.93,4,0.412,3
08Na6Tu10Z1y9p1GIXxMmo,6.07E-06,0.411,222582,0.973,0.0111,5,0.493,-3.541,0,0.0581,180.072,4,0.502,5
1Qc4BJgL1RQrB0Iiko0JUI,0.228,0.689,174171,0.947,0.00183,8,0.34,-4.511,1,0.032,119.976,4,0.883,5
0mrW7NyeWkWko7VTRu124M,0.254,0.508,257680,0.322,2.19E-05,1,0.106,-7.767,1,0.0277,132.059,3,0.336,5
4rWC4tiO4NCwRHdh6vyu6b,0.0628,0.768,224063,0.641,0,11,0.0912,-6.197,0,0.114,144.963,4,0.231,7
32Pv5Zq4JSDGJq7K65a2IV,0.00195,0.322,217673,0.789,1.39E-05,0,0.105,-6.788,1,0.0546,137.017,4,0.123,4
3TTum78JCIgGzemb6aeA7j,0.0335,0.549,546666,0.873,0.0125,6,0.101,-7.48,0,0.0334,126.006,4,0.0492,3
69ZrXz17a2ajFEPvOpYCn6,0.465,0.578,200977,0.382,1.08E-05,1,0.103,-10.167,0,0.0364,127.821,4,0.25,5
0eDI4488gNLeA7pssOZHOD,0.00136,0.582,172174,0.953,0.00197,5,0.324,-6.113,0,0.0567,138.025,4,0.12,6
27nf4rMeZyPg2F4PFt6AGi,5.79E-05,0.402,346562,0.789,0.0021,6,0.32,-6.065,0,0.0493,130.956,4,0.319,4
2k0mXTwotQpZKIOIhGwekv,0.00413,0.57,103235,0.805,0,0,0.557,-9.217,1,0.293,167.334,4,0.443,7
1H2aLiua3VEig2qY0eU3s1,0.0545,0.818,196507,0.648,1.32E-06,7,0.0967,-4.954,1,0.12,89.043,4,0.496,6
3A1kkAIXl4IPxeJRCCF4Bc,0.365,0.487,292853,0.501,0.911,6,0.103,-9.404,1,0.024,95.924,4,0.372,6
3rhxlJVraUkJc0ZmxuH8D5,0.186,0.474,167347,0.926,0,0,0.102,-2.237,1,0.042,169.986,4,0.626,3
2ZUzRgxd0YjdhjRpiM7xNd,1.25E-05,0.45,250560,0.993,0.0874,3,0.322,-4.754,0,0.0875,144.965,4,0.424,4
17FK4etx1u2NK60cptINMS,0.0465,0.626,212783,0.639,0,10,0.161,-5.62,1,0.085,144.009,4,0.638,7
7p1gR7W07Bll5w0yZlSgOY,0.762,0.431,151429,0.424,0,9,0.121,-9.47,0,0.299,169.7,4,0.649,3
74YzB6FWvySu7hswg17BbZ,0.00316,0.522,286133,0.767,0.927,0,0.351,-8.738,1,0.0314,118.984,4,0.658,3
7Cvs8SemDG8Yok8B9GGjW9,0.000177,0.35,49147,0.966,3.95E-05,9,0.109,-2.029,0,0.0942,184.887,4,0.135,6
59Vba1sx36JVmtnuMSEWn0,0.142,0.712,235880,0.649,0.177,11,0.267,-7.254,0,0.0601,123.035,4,0.932,4
0jK0wWwuwsiT8fZnLX96jh,0.586,0.778,212960,0.256,0,2,0.11,-10.21,1,0.0683,130.079,4,0.366,3
3WoUlQTkf1txpTr8pIlHHn,0.199,0.523,169075,0.569,0,5,0.379,-7.644,0,0.216,159.153,4,0.79,3
61vlvG3pr4djrXPtHPdXII,0.142,0.629,250839,0.583,0,2,0.118,-6.274,1,0.0415,147.036,4,0.492,6
6GNlMOzwHdd0meQ3TSIBHs,0.000236,0.457,274133,0.884,0.182,11,0.364,-6.002,0,0.0386,167.058,4,0.478,6
1M86qDNCTQQNscMAPsDcFm,0.6,0.263,423167,0.299,0.873,9,0.0979,-13.229,1,0.0326,121.975,3,0.0468,3
7mwoTHCLbucY3b1a6Ude1V,0.0569,0.834,198453,0.808,0.00052,11,0.222,-2.597,1,0.0542,104.026,4,0.829,7
2kUzFJ8aXihbUNeMRTrXbx,1.66E-06,0.272,298357,0.995,0.0144,1,0.0603,-2.053,1,0.168,135.067,4,0.175,1
3bXo40LAjqGRiYm5tGcqTB,0.0633,0.748,228680,0.547,0,11,0.114,-5.979,0,0.056,124.077,4,0.739,5
1sJ3qtj02DJVZNm64eZOjz,0.00448,0.562,270052,0.956,0.000104,0,0.102,-3.906,1,0.0447,105.068,4,0.79,6
4rqQG1LxBB7jC035zFcP3c,0.0169,0.514,273867,0.416,0.0944,2,0.0639,-12.975,1,0.0308,83.885,4,0.431,5
4MF2XzuKsDHJoDizT2L4rD,0.0401,0.624,222627,0.921,0,0,0.313,-5.503,1,0.0463,139.965,4,0.692,4
4AYtqFyFbX0Xkc2wtcygTr,0.907,0.433,201587,0.182,0,0,0.123,-12.566,1,0.0641,207.476,4,0.421,7
1uCMyqf4cgJ3LIu01SgXb5,0.062,0.608,258280,0.711,1.55E-05,5,0.102,-6.019,1,0.0462,115.998,4,0.356,5
7esS3v1lICtQPK27WYWGTV,0.0133,0.587,231613,0.686,0.0065,0,0.151,-6.819,0,0.0396,119.962,4,0.29,5
2XKFnwB6djxrJCjR3PdeRb,0.547,0.577,163973,0.578,0.59,0,0.264,-9.146,0,0.0906,84.965,4,0.367,7
0zAr5DOACdbJQHRYfPRvWn,0.232,0.656,217707,0.973,0.194,7,0.137,-3.479,1,0.0367,135.903,4,0.974,4
4ttm7OC2pKJ7oQtkmfwyNi,0.0066,0.417,285052,0.801,0.000124,4,0.0669,-5.903,1,0.0319,149.04,3,0.444,2
0zOUSitljE7NAY1PtWplzM,0.698,0.75,275680,0.474,0.00442,0,0.11,-6.434,1,0.0271,99.995,4,0.376,4
6zmrmtg5wX7pU6alYiYY0k,0.59,0.45,271520,0.416,0.0151,2,0.234,-10.422,0,0.0286,100.013,4,0.305,4
4nayfE5hh2Mqo4TAdPJfSU,0.123,0.428,193939,0.56,0.000247,6,0.357,-7.891,1,0.0696,94.328,4,0.456,5
6pjiabnpXvGSMLMBStUYgG,0.569,0.606,332255,0.799,0.0649,4,0.854,-8.03,1,0.0404,98.614,4,0.732,2
0gb4MAJWwLMe73XVGA34N7,0.39,0.854,159142,0.428,6.54E-05,7,0.101,-8.685,1,0.0349,112.959,4,0.738,4
6dTm4C6L0NqRhC5VRUdAPH,0.14,0.592,245985,0.673,0,0,0.075,-5.108,1,0.0329,100.031,4,0.336,4
4jr7HU0qOVg2g1GtTq3gew,0.568,0.498,37000,0.245,0.955,3,0.17,-23.094,1,0.0393,114.97,4,0.763,3
4Cqdc7Gu9WjEMDusYLG97S,0.267,0.682,273787,0.5,0.607,8,0.0914,-10.663,1,0.0297,140.026,4,0.487,3
7JQ1XCwiEwR0as8ynzR6Js,0.0891,0.729,274707,0.722,2.91E-05,5,0.173,-5.733,0,0.051,130.046,4,0.691,6
4gi937XgdjaiTfH902EhqD,0.00301,0.871,157052,0.52,0,4,0.653,-4.686,1,0.373,79.001,4,0.715,5
4czcw3NVLY0of5hTD7OufN,0.348,0.733,353698,0.361,0.000285,1,0.0942,-11.129,1,0.135,94.902,4,0.0361,6
7FH9Z4fyPtuYW62olXvTIn,0.000948,0.138,153192,0.93,0.836,10,0.327,-7.749,0,0.069,166.076,3,0.044,4
